,county,state,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
587,Douglas,Illinois,1.1294214282047332,0.0,19479.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656501877,0.1,2.2,0.2,2.5,0.3895274183993018,0.19558781518558446,0.01467693475024385,1.7261488038400332,0.16113233728630835,0.20767470260280302,1.6783506576312952,0.0,0.000764417,32.0,29.0,28.0,99.0,19.0,10.0,16.0,31.0,20.0,48.0,20.1,0.17307899999999998,38.6
588,DuPage,Illinois,5.647277751513317,0.291840631323438,928589.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428653580862,0.1,2.2,0.2,2.5,0.38952741837346766,0.19558781516903603,0.014676934768772836,1.7261488031841858,0.16113233734192414,0.20767470258639723,1.6783506578260134,0.27676399354289144,0.036440749,2.0,6.0,1.0,4.0,2.0,94.0,12.0,27.0,20.0,2799.8,1087.6,0.17307899999999998,38.6
589,Edwards,Illinois,0.31289111389236546,0.0,6392.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866082603,0.1,2.2,0.2,2.5,0.38952741833541926,0.19558781523779725,0.014676934762202753,1.7261488031914893,0.16113233729662077,0.20767470259699625,1.6783506586357948,0.0,0.000250842,25.0,41.0,25.0,38.0,16.0,27.0,15.0,30.0,20.0,30.2,14.3,0.17307899999999998,38.6
590,Effingham,Illinois,0.1753975678203929,0.02923292797006548,34208.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428657039287,0.1,2.2,0.2,2.5,0.38952741844013095,0.19558781516019644,0.01467693475210477,1.7261488037885875,0.1611323372895229,0.20767470261342377,1.678350657740879,0.2923292797006548,0.001342429,23.0,26.0,27.0,13.0,15.0,22.0,15.0,27.0,23.0,71.5,30.4,0.17307899999999998,38.6
591,Fayette,Illinois,0.7937990287635412,0.09338812103100486,21416.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865614494,0.1,2.2,0.2,2.5,0.38952741837878224,0.19558781518490845,0.01467693476839746,1.7261488036981696,0.16113233727119908,0.2076747026055286,1.6783506579193128,0.1867762420620097,0.0008404310000000001,52.0,73.0,68.0,87.0,76.0,88.0,17.0,24.0,20.0,30.9,13.0,0.17307899999999998,38.6
592,Ford,Illinois,1.0554885404101326,0.07539203860072376,13264.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656513867,0.1,2.2,0.2,2.5,0.38952741842581423,0.19558781513872137,0.014676934785886612,1.7261488035283477,0.1611323373039807,0.20767470257840773,1.678350658172497,0.15078407720144751,0.000520521,64.0,40.0,49.0,26.0,52.0,76.0,16.0,25.0,20.0,29.0,12.9,0.17307899999999998,38.6
593,Franklin,Illinois,0.31006950724787474,0.0,38701.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428645254643,0.1,2.2,0.2,2.5,0.38952741841296096,0.19558781517273457,0.01467693475620785,1.7261488036484842,0.16113233727810652,0.20767470261750345,1.6783506578641378,0.0,0.001518749,93.0,93.0,86.0,86.0,94.0,58.0,18.0,27.0,19.0,96.8,45.3,0.17307899999999998,38.6
594,Fulton,Illinois,0.11479738261967627,0.0,34844.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656296637,0.1,2.2,0.2,2.5,0.3895274184938583,0.19558781514751464,0.014676934766387326,1.7261488038112733,0.1611323373034095,0.2076747026173803,1.6783506577890026,0.14349672827459534,0.001367388,66.0,63.0,65.0,85.0,80.0,42.0,17.0,29.0,19.0,42.8,18.7,0.17307899999999998,38.6
595,Gallatin,Illinois,0.39541320680110714,0.0,5058.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342864768683,0.1,2.2,0.2,2.5,0.3895274183471728,0.19558781514432583,0.01467693475682088,1.726148803677343,0.1611323372874654,0.2076747026492685,1.678350657967576,0.0,0.000198492,98.0,79.0,41.0,98.0,95.0,20.0,17.0,23.0,18.0,17.3,8.5,0.17307899999999998,38.6
596,Greene,Illinois,0.306654400490647,0.0,13044.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656853724,0.1,2.2,0.2,2.5,0.3895274184299295,0.1955878151640601,0.014676934759276294,1.7261488040478383,0.16113233731984056,0.20767470262189514,1.678350657773689,0.0,0.0005118880000000001,92.0,55.0,76.0,90.0,70.0,74.0,17.0,28.0,20.0,25.6,11.8,0.17307899999999998,38.6
597,Grundy,Illinois,1.2163540767480185,0.019618614141097074,50972.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866671898,0.1,2.2,0.2,2.5,0.3895274183865651,0.19558781515341755,0.014676934768107983,1.72614880365691,0.1611323372832143,0.20767470258180964,1.678350657812132,0.1569489131287766,0.002000301,20.0,11.0,36.0,36.0,14.0,96.0,15.0,35.0,22.0,119.8,47.8,0.17307899999999998,38.6
598,Hamilton,Illinois,0.24500796275878967,0.0,8163.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428653681244,0.1,2.2,0.2,2.5,0.38952741835109644,0.1955878151414921,0.014676934705377927,1.726148803136102,0.16113233725346074,0.2076747025603332,1.6783506578463798,0.0,0.000320342,34.0,45.0,45.0,88.0,8.0,14.0,16.0,25.0,19.0,19.5,9.4,0.17307899999999998,38.6
599,Hancock,Illinois,0.6724949562878278,0.0,17844.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865949339,0.1,2.2,0.2,2.5,0.3895274184039453,0.19558781517596951,0.014676934767989239,1.7261488035193902,0.16113233731226181,0.2076747025891056,1.6783506579242322,0.0,0.000700255,43.0,24.0,21.0,44.0,50.0,9.0,15.0,31.0,19.0,24.1,11.7,0.17307899999999998,38.6
600,Hardin,Illinois,0.2557544757033248,0.0,3910.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342867007672,0.1,2.2,0.2,2.5,0.38952741841432226,0.19558781508951406,0.014676934782608696,1.726148803836317,0.16113233734015348,0.20767470255754478,1.6783506578005116,0.0,0.000153441,102.0,91.0,67.0,102.0,99.0,48.0,18.0,25.0,18.0,24.3,14.0,0.17307899999999998,38.6
601,Henderson,Illinois,1.0433745714711582,0.0,6709.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866299001,0.1,2.2,0.2,2.5,0.38952741839320315,0.19558781517364734,0.014676934714562528,1.726148803100313,0.1611323373080936,0.20767470263824714,1.67835065732598,0.0,0.000263282,62.0,80.0,15.0,69.0,60.0,6.0,14.0,27.0,19.0,19.3,10.1,0.17307899999999998,38.6
602,Henry,Illinois,1.2426156039926666,0.0,49090.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428661641885,0.1,2.2,0.2,2.5,0.3895274184151558,0.1955878151558362,0.014676934772866164,1.726148803625993,0.16113233729883886,0.20767470258708495,1.6783506577714402,0.06111224281931147,0.001926446,18.0,31.0,37.0,43.0,33.0,78.0,15.0,37.0,20.0,61.3,26.9,0.17307899999999998,38.6
603,Iroquois,Illinois,3.658890015939719,0.10867990146355601,27604.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865889001,0.1,2.2,0.2,2.5,0.3895274184900739,0.19558781517171425,0.014676934755832488,1.7261488037965513,0.16113233730618748,0.20767470261556298,1.6783506578756702,0.0,0.001083268,96.0,67.0,34.0,89.0,35.0,64.0,16.0,29.0,18.0,26.6,12.0,0.17307899999999998,38.6
604,Jackson,Illinois,2.978108291680454,0.17415837963043593,57419.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656019787,0.1,2.2,0.2,2.5,0.3895274184503387,0.1955878151831275,0.014676934760270991,1.7261488037060901,0.16113233729253382,0.2076747026245668,1.6783506577961997,0.36573259722391543,0.002253302,73.0,99.0,95.0,41.0,78.0,95.0,19.0,24.0,19.0,103.1,48.9,0.17307899999999998,38.6
605,Jasper,Illinois,4.682135053584434,0.7283321194464676,9611.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428654666527,0.1,2.2,0.2,2.5,0.38952741837477894,0.19558781521173652,0.014676934762251587,1.726148803454375,0.16113233732181875,0.20767470263240037,1.6783506575798566,0.0,0.00037716599999999996,11.0,22.0,13.0,51.0,32.0,11.0,15.0,25.0,20.0,19.6,8.8,0.17307899999999998,38.6
606,Jefferson,Illinois,2.5647805393971446,0.4230565838180857,37820.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428662083554,0.1,2.2,0.2,2.5,0.3895274182971972,0.19558781515071388,0.014676934769962983,1.7261488038075092,0.16113233728186147,0.20767470261766258,1.6783506578529879,0.5817028027498677,0.001484176,91.0,88.0,91.0,45.0,89.0,31.0,17.0,33.0,19.0,68.0,29.7,0.17307899999999998,38.6
607,Jersey,Illinois,0.7781388749027326,0.045772874994278394,21847.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865839703,0.1,2.2,0.2,2.5,0.3895274184098503,0.19558781516913082,0.01467693477365313,1.7261488034970478,0.16113233730031584,0.20767470261363116,1.6783506577562137,0.18309149997711358,0.000857345,68.0,38.0,50.0,65.0,43.0,44.0,15.0,34.0,21.0,62.2,26.7,0.17307899999999998,38.6
608,Jo Daviess,Illinois,0.889263315548067,0.04680333239726669,21366.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428657680427,0.1,2.2,0.2,2.5,0.38952741837498833,0.19558781517364035,0.01467693475615464,1.726148803706824,0.16113233731161655,0.20767470261162593,1.6783506580548533,0.0,0.0008384689999999999,40.0,10.0,5.0,78.0,21.0,3.0,13.0,29.0,19.0,37.7,22.6,0.17307899999999998,38.6
609,Johnson,Illinois,0.4816955684007707,0.0,12456.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866088632,0.1,2.2,0.2,2.5,0.38952741843288374,0.1955878151894669,0.014676934730250479,1.7261488037893382,0.16113233726718051,0.20767470263326912,1.6783506575144507,0.0,0.000488813,38.0,33.0,53.0,55.0,92.0,82.0,17.0,25.0,20.0,36.6,16.3,0.17307899999999998,38.6
610,Kane,Illinois,7.008401096185812,0.1834463962142654,534216.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428650583282,0.1,2.2,0.2,2.5,0.38952741831019666,0.19558781522829713,0.014676934766087123,1.7261488036674304,0.161132337294278,0.20767470255477188,1.6783506577863636,0.1928059062251973,0.020964313999999998,5.0,27.0,2.0,83.0,30.0,101.0,13.0,29.0,21.0,990.8,350.1,0.17307899999999998,38.6
611,Kankakee,Illinois,7.589253253835527,0.3272013378899149,110024.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866101941,0.1,2.2,0.2,2.5,0.3895274183814441,0.1955878152039555,0.014676934768777721,1.7261488038973316,0.16113233730822366,0.20767470261033957,1.6783506580382461,0.5089798589398676,0.004317687,84.0,83.0,96.0,70.0,69.0,87.0,16.0,41.0,20.0,167.7,66.9,0.17307899999999998,38.6
612,Kendall,Illinois,3.885392643552359,0.15635382871438064,127915.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.84434286596568,0.1,2.2,0.2,2.5,0.3895274183637572,0.19558781518977444,0.01467693476918266,1.7261488035023258,0.1611323372552085,0.20767470265410623,1.6783506578587342,0.0,0.005019786,3.0,3.0,10.0,22.0,3.0,100.0,14.0,31.0,23.0,358.2,125.9,0.17307899999999998,38.6
613,Knox,Illinois,1.5764687100893997,0.0,50112.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428659802037,0.1,2.2,0.2,2.5,0.38952741838282245,0.1955878151540549,0.014676934766123884,1.7261488036797572,0.16113233728448279,0.20767470266602808,1.678350657926245,0.35919540229885055,0.0019665520000000003,61.0,86.0,84.0,14.0,82.0,67.0,18.0,29.0,18.0,73.9,33.6,0.17307899999999998,38.6
614,LaSalle,Illinois,1.0143470711870601,0.04569130951293064,109430.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428657589327,0.1,2.2,0.2,2.5,0.3895274184410125,0.19558781513296172,0.014676934761948276,1.726148803801517,0.16113233729324683,0.20767470264095766,1.678350657954857,0.11879740473361966,0.004294377,71.0,50.0,61.0,34.0,81.0,75.0,16.0,28.0,21.0,100.4,44.0,0.17307899999999998,38.6
615,Lake,Illinois,8.215949043422675,0.276813844116707,700832.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865337199,0.1,2.2,0.2,2.5,0.3895274184112597,0.19558781519679466,0.014676934771814072,1.726148803136843,0.1611323372791197,0.20767470263914886,1.678350657504224,0.1541025523948678,0.027502849,4.0,12.0,4.0,15.0,18.0,98.0,14.0,25.0,20.0,1585.6,586.7,0.17307899999999998,38.6
616,Lawrence,Illinois,0.2537266095781795,0.0,15765.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428658420555,0.1,2.2,0.2,2.5,0.3895274183951792,0.19558781516016496,0.014676934792261337,1.7261488036790358,0.16113233726609577,0.20767470263241358,1.6783506577862355,0.0,0.0006186680000000001,74.0,84.0,87.0,95.0,91.0,23.0,18.0,23.0,21.0,45.2,18.6,0.17307899999999998,38.6
617,Lee,Illinois,2.045408058907752,0.0,34223.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656166905,0.1,2.2,0.2,2.5,0.3895274184028285,0.1955878151535517,0.01467693475148292,1.726148803728487,0.1611323372877889,0.2076747026268883,1.6783506577447913,0.1753206907635216,0.0013430179999999999,29.0,21.0,80.0,16.0,37.0,77.0,16.0,37.0,20.0,49.7,20.8,0.17307899999999998,38.6
618,Livingston,Illinois,0.6990855960403792,0.027963423841615168,35761.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428651324068,0.1,2.2,0.2,2.5,0.3895274184167109,0.1955878151617684,0.014676934761332177,1.726148803724728,0.16113233729481838,0.20767470260898743,1.678350657979363,0.13981711920807582,0.001403374,75.0,47.0,58.0,9.0,45.0,30.0,16.0,34.0,20.0,37.3,15.2,0.17307899999999998,38.6
619,Logan,Illinois,0.3802938634399309,0.0,28925.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428656871217,0.1,2.2,0.2,2.5,0.3895274184961106,0.19558781517718235,0.014676934762316334,1.7261488038029387,0.1611323372860847,0.20767470261019877,1.6783506579083838,0.0,0.0011351080000000001,65.0,43.0,72.0,20.0,51.0,55.0,15.0,36.0,21.0,49.0,19.6,0.17307899999999998,38.6
620,Macon,Illinois,1.4420505768202307,0.15280006112002445,104712.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866147146,0.1,2.2,0.2,2.5,0.38952741844296734,0.19558781515012605,0.014676934763923908,1.7261488033845211,0.1611323372679349,0.20767470261288104,1.6783506579952632,0.6207502483000993,0.0041092279999999995,69.0,94.0,82.0,27.0,87.0,53.0,16.0,32.0,18.0,190.8,86.9,0.17307899999999998,38.6
621,Macoupin,Illinois,0.8606801580120496,0.022068722000308964,45313.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428662856127,0.1,2.2,0.2,2.5,0.38952741840090044,0.19558781515238455,0.014676934764857767,1.7261488036545802,0.16113233729834706,0.20767470262397106,1.6783506578686027,0.0,0.001778224,80.0,81.0,30.0,64.0,56.0,47.0,16.0,28.0,20.0,55.4,25.0,0.17307899999999998,38.6
622,Madison,Illinois,1.697792869269949,0.1323446557337377,264461.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865677737,0.1,2.2,0.2,2.5,0.3895274184095197,0.19558781517879764,0.01467693476542855,1.726148803793376,0.16113233728224577,0.20767470262155857,1.678350657752939,0.21931400093019388,0.01037828,81.0,57.0,88.0,17.0,42.0,91.0,16.0,37.0,21.0,376.3,163.7,0.17307899999999998,38.6
623,Marion,Illinois,1.2493354598617756,0.0,37620.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428654970755,0.1,2.2,0.2,2.5,0.3895274183944711,0.19558781515151516,0.014676934768740033,1.7261488038277513,0.16113233729399254,0.20767470260499737,1.678350657894737,0.23923444976076555,0.0014763270000000002,100.0,85.0,92.0,71.0,90.0,93.0,17.0,30.0,19.0,68.9,32.0,0.17307899999999998,38.6
624,Marshall,Illinois,0.3468007629616785,0.0,11534.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428654413037,0.1,2.2,0.2,2.5,0.3895274184151205,0.19558781515519336,0.014676934801456565,1.7261488035373675,0.161132337263742,0.20767470261834578,1.6783506580544476,0.0,0.00045263,67.0,34.0,26.0,40.0,39.0,54.0,14.0,27.0,20.0,32.7,15.3,0.17307899999999998,38.6
625,Mason,Illinois,1.1057869517139698,0.0,13565.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865462587,0.1,2.2,0.2,2.5,0.38952741842978256,0.1955878151861408,0.01467693475856985,1.7261488035385182,0.16113233726502027,0.20767470261702914,1.6783506575746407,0.0,0.0005323330000000001,54.0,61.0,77.0,66.0,93.0,24.0,16.0,30.0,19.0,27.2,13.1,0.17307899999999998,38.6
626,Massac,Illinois,0.42613636363636365,0.0,14080.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428657670458,0.1,2.2,0.2,2.5,0.38952741839488636,0.1955878151278409,0.014676934730113639,1.7261488039772726,0.16113233728693183,0.2076747026278409,1.6783506576704545,0.0,0.0005525430000000001,101.0,77.0,83.0,54.0,96.0,52.0,16.0,33.0,18.0,65.0,30.0,0.17307899999999998,38.6
627,McDonough,Illinois,1.802704056084126,0.06676681689200467,29955.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865631781,0.1,2.2,0.2,2.5,0.3895274184610249,0.1955878151560674,0.014676934768819896,1.7261488038724755,0.16113233730595894,0.20767470262059756,1.6783506579869805,0.23368385912201636,0.0011755280000000001,27.0,72.0,93.0,68.0,65.0,4.0,17.0,35.0,21.0,55.3,24.5,0.17307899999999998,38.6
628,McHenry,Illinois,3.3995527757072947,0.18148232167741518,308570.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865800304,0.1,2.2,0.2,2.5,0.3895274184139741,0.19558781514729234,0.014676934766827625,1.726148803837055,0.16113233729785784,0.20767470262825294,1.6783506578734162,0.10694493955990537,0.012109256,7.0,5.0,12.0,31.0,5.0,81.0,14.0,33.0,22.0,511.9,192.4,0.17307899999999998,38.6
629,McLean,Illinois,0.7348346332770153,0.017358298423866502,172828.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865739348,0.1,2.2,0.2,2.5,0.3895274184159974,0.19558781516883836,0.014676934767514523,1.7261488034346286,0.16113233729488277,0.20767470259448695,1.6783506578795102,0.17358298423866503,0.006782314,8.0,36.0,47.0,1.0,11.0,79.0,15.0,34.0,22.0,143.3,58.9,0.17307899999999998,38.6
630,Menard,Illinois,1.3834635416666667,0.0,12288.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865397136,0.1,2.2,0.2,2.5,0.389527418375651,0.19558781518554688,0.014676934733072916,1.7261488037109374,0.16113233732096355,0.20767470263671872,1.6783506575520832,0.0,0.00048222,39.0,28.0,17.0,39.0,29.0,34.0,15.0,30.0,21.0,40.4,18.0,0.17307899999999998,38.6
631,Mercer,Illinois,0.7691814627267483,0.0,15601.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428658419334,0.1,2.2,0.2,2.5,0.3895274183706172,0.19558781514005508,0.014676934747772577,1.7261488039228254,0.1611323372860714,0.2076747026472662,1.6783506576501508,0.0,0.000612232,44.0,25.0,32.0,23.0,31.0,86.0,15.0,33.0,20.0,29.3,13.1,0.17307899999999998,38.6
632,Monroe,Illinois,2.3591087811271296,0.32037279743701763,34335.0,25482160.0,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865880297,0.1,2.2,0.2,2.5,0.3895274183777487,0.19558781517402066,0.014676934760448521,1.7261488038444734,0.1611323372943061,0.20767470260666956,1.6783506579292269,0.0,0.0013474129999999998,1.0,4.0,8.0,7.0,1.0,60.0,13.0,36.0,22.0,85.6,34.8,0.17307899999999998,38.6
